資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2017-09-15,12581,其祥一KY,等價,,,,,,,,,101.97,102.00,112.20,91.80
2017-09-15,12581,其祥一KY,議價,,,,,,,,,,,,
2017-09-15,13162,上曜二,等價,,,,,,,,,146.00,146.00,160.00,131.40
2017-09-15,13162,上曜二,議價,,,,,,,,,,,,
2017-09-15,14321,大魯閣一,等價,,,,,,,,,105.00,105.00,115.50,94.50
2017-09-15,14321,大魯閣一,議價,,,,,,,,,,,,
2017-09-15,14322,大魯閣二,等價,102.25,-0.10,102.25,102.25,102.25,1,2,"204,500",102.25,102.25,112.45,92.05
2017-09-15,14322,大魯閣二,議價,,,,,,,,,,,,
2017-09-15,14423,名軒三,等價,140.50,-0.80,140.50,140.50,140.50,4,7,"983,500",140.50,140.50,154.00,126.45
2017-09-15,14423,名軒三,議價,,,,,,,,,,,,
2017-09-15,14662,聚隆二,等價,,,,,,,,,104.00,102.40,112.60,92.20
2017-09-15,14662,聚隆二,議價,,,,,,,,,,,,
2017-09-15,14663,聚隆三,等價,,,,,,,,,102.28,103.15,113.45,92.85
2017-09-15,14663,聚隆三,議價,,,,,,,,,,,,
2017-09-15,15061,正道一,等價,,,,,,,,,105.00,105.00,115.50,94.50
2017-09-15,15061,正道一,議價,,,,,,,,,,,,
2017-09-15,15302,亞崴二,等價,,,,,,,,,101.60,101.60,111.75,91.45
2017-09-15,15302,亞崴二,議價,,,,,,,,,,,,
2017-09-15,15661,捷邦一,等價,,,,,,,,,103.00,103.00,113.30,92.70
2017-09-15,15661,捷邦一,議價,,,,,,,,,,,,
2017-09-15,15695,濱川五,等價,,,,,,,,,162.43,170.00,187.00,153.00
2017-09-15,15695,濱川五,議價,,,,,,,,,,,,
2017-09-15,15822,信錦二,等價,142.20,+0.20,142.20,142.20,142.20,1,2,"284,400",142.20,142.20,156.00,128.00
2017-09-15,15822,信錦二,議價,,,,,,,,,,,,
2017-09-15,15831,程泰一,等價,101.85,,101.85,101.85,101.85,2,30,"3,055,500",101.85,101.85,112.00,91.70
2017-09-15,15831,程泰一,議價,,,,,,,,,,,,
2017-09-15,15861,和勤一,等價,147.50,+2.00,147.00,147.50,146.50,4,10,"1,468,500",146.85,147.50,162.00,132.75
2017-09-15,15861,和勤一,議價,,,,,,,,,,,,
2017-09-15,15891,永冠一KY,等價,,,,,,,,,102.55,107.10,117.80,96.40
2017-09-15,15891,永冠一KY,議價,,,,,,,,,,,,
2017-09-15,15892,永冠二KY,等價,,,,,,,,,99.50,99.50,109.45,89.55
2017-09-15,15892,永冠二KY,議價,,,,,,,,,,,,
2017-09-15,15931,祺驊一,等價,,,,,,,,,110.50,110.50,121.55,99.45
2017-09-15,15931,祺驊一,議價,,,,,,,,,,,,
2017-09-15,15951,川寶一,等價,,,,,,,,,115.00,113.00,124.30,101.70
2017-09-15,15951,川寶一,議價,,,,,,,,,,,,
2017-09-15,17071,葡萄王一,等價,,,,,,,,,118.00,118.00,129.80,106.20
2017-09-15,17071,葡萄王一,議價,,,,,,,,,,,,
2017-09-15,17091,和益一,等價,,,,,,,,,149.60,152.00,167.00,136.80
